game_id,na_sales_in_millions,pal_sales_in_millions,japan_sales_in_millions,other_sales_in_millions,global_sales_in_millions,total_shipped_in_millions
18475,0.08,0.9,0.02,,1.0,
18476,0.56,0.38,,0.07,1.0,
18477,0.55,0.38,,0.07,1.0,
18478,0.94,,,0.06,1.0,
18479,0.74,0.21,,0.04,0.99,
18480,0.23,0.64,,0.11,0.98,
18481,0.02,0.53,0.19,0.25,0.98,
18482,0.88,0.0,,0.1,0.98,
18483,0.89,0.01,,0.08,0.97,
18484,0.73,0.21,,0.03,0.97,
18485,0.4,0.41,0.01,0.16,0.97,
18486,0.47,0.37,,0.12,0.97,
18487,0.33,0.6,,0.04,0.97,
18488,0.47,0.37,,0.12,0.96,
18489,0.64,0.15,,0.17,0.96,
18490,0.3,0.54,,0.11,0.96,
18491,0.78,,,0.18,0.96,
18492,0.88,0.04,,0.04,0.95,
18493,0.53,0.36,,0.06,0.95,
18494,0.7,0.2,,0.03,0.94,
18495,0.69,0.17,,0.08,0.94,
18496,0.72,0.12,,0.09,0.94,
18497,0.87,,,0.07,0.94,
18498,0.52,0.35,,0.06,0.94,
18499,0.54,0.27,,0.12,0.94,
18500,0.46,0.36,,0.12,0.94,
18501,0.78,0.03,,0.13,0.94,
18502,0.46,0.36,,0.12,0.93,
18503,0.86,,,0.07,0.93,
18504,0.59,0.3,,0.04,0.93,
18505,0.21,0.63,,0.1,0.93,
18506,0.77,0.03,,0.13,0.93,
18507,0.82,,,0.11,0.93,
18508,0.86,,,0.06,0.93,
18509,0.51,0.35,,0.06,0.92,
18510,0.76,0.09,,0.07,0.92,
18511,0.75,,,0.17,0.92,
18512,0.51,0.35,,0.06,0.92,
18513,0.35,0.42,0.02,0.13,0.92,
18514,0.28,0.51,0.02,0.11,0.92,
18515,0.45,0.35,,0.12,0.91,
18516,0.45,0.35,,0.12,0.91,
18517,0.84,0.0,,0.07,0.91,
18518,0.44,0.35,,0.12,0.9,
18519,0.44,0.35,,0.12,0.9,
18520,0.73,0.1,,0.07,0.9,
18521,0.17,0.13,0.55,0.05,0.9,
18522,0.84,0.05,,0.01,0.9,
18523,0.81,0.05,,0.04,0.9,
18524,0.44,0.34,,0.11,0.9,
18525,0.74,0.03,,0.12,0.89,
18526,0.74,0.03,,0.12,0.89,
18527,0.52,0.25,,0.11,0.89,
18528,0.44,0.34,,0.11,0.89,
18529,0.28,0.52,0.0,0.09,0.89,
18530,0.49,0.34,,0.06,0.89,
18531,0.43,0.33,,0.11,0.88,
18532,0.8,0.0,,0.07,0.88,
18533,,,0.87,0.0,0.87,
18534,0.48,0.33,,0.06,0.87,
18535,0.72,0.03,,0.12,0.87,
18536,0.48,0.33,,0.06,0.87,
18537,0.43,0.33,,0.11,0.87,
18538,0.14,0.54,0.01,0.17,0.86,
18539,0.01,0.72,0.12,0.01,0.86,
18540,0.81,0.04,,0.01,0.86,
18541,0.48,0.32,,0.06,0.86,
18542,0.69,0.1,0.0,0.07,0.86,
18543,0.1,0.65,,0.11,0.85,
18544,0.32,0.42,0.02,0.09,0.85,
18545,0.79,0.0,,0.07,0.85,
18546,0.64,0.18,,0.03,0.85,
18547,0.79,,,0.06,0.85,
18548,0.47,0.32,,0.06,0.85,
18549,0.75,0.01,0.01,0.07,0.84,
18550,0.46,0.25,0.01,0.12,0.84,
18551,0.47,0.32,,0.05,0.84,
18552,0.77,0.01,,0.06,0.84,
18553,0.68,,,0.16,0.84,
18554,0.41,0.32,,0.11,0.84,
18555,0.78,,,0.06,0.83,
18556,0.69,0.06,,0.09,0.83,
18557,0.77,0.03,,0.04,0.83,
18558,0.37,0.34,,0.13,0.83,
18559,0.27,0.21,0.28,0.07,0.83,
18560,0.41,0.32,,0.11,0.83,
18561,0.46,0.21,,0.15,0.82,
18562,0.64,0.17,,0.02,0.82,
18563,0.2,0.56,,0.06,0.82,
18564,0.69,0.11,,0.02,0.82,
18565,0.14,0.43,0.14,0.1,0.82,
18566,0.76,,,0.05,0.82,
18567,,,0.76,0.05,0.81,
18568,0.48,0.25,0.0,0.08,0.81,
18569,0.6,0.07,,0.15,0.81,
18570,0.12,0.58,0.03,0.08,0.81,
18571,0.75,,,0.06,0.81,
18572,,,0.75,0.05,0.81,
18573,0.31,0.34,0.09,0.07,0.8,
18574,,,,,,0.8
18575,0.09,0.33,0.2,0.18,0.8,
18576,0.37,0.23,0.14,0.06,0.8,
18577,0.37,0.29,,0.13,0.8,
18578,0.04,0.33,0.26,0.17,0.8,
18579,,,0.8,,0.8,
18580,0.05,0.3,0.29,0.16,0.79,
18581,0.43,0.29,,0.08,0.79,
18582,0.49,0.12,0.05,0.13,0.79,
18583,,,,,,0.79
18584,0.75,0.03,,0.01,0.79,
18585,0.65,0.03,,0.11,0.79,
18586,0.24,0.49,,0.05,0.79,
18587,0.42,0.25,,0.11,0.78,
18588,0.22,0.32,0.17,0.07,0.78,
18589,0.65,0.02,,0.11,0.78,
18590,0.43,0.29,,0.05,0.78,
18591,0.53,0.18,,0.06,0.77,
18592,0.38,0.29,,0.1,0.77,
18593,0.15,0.51,,0.1,0.76,
18594,0.37,0.29,,0.1,0.76,
18595,0.09,0.45,0.12,0.1,0.76,
18596,,,0.71,0.05,0.76,
18597,0.59,0.16,,0.01,0.76,
18598,0.11,0.29,,0.36,0.76,
18599,0.12,0.36,0.19,0.09,0.75,
18600,0.28,0.38,,0.08,0.75,
18601,0.66,0.04,,0.05,0.75,
18602,0.08,0.41,0.18,0.09,0.75,
18603,0.18,0.47,0.06,0.05,0.75,
18604,0.48,0.24,,0.03,0.75,
18605,0.69,0.0,,0.06,0.75,
18606,0.62,0.02,,0.1,0.75,
18607,0.29,0.37,,0.08,0.74,
18608,0.36,0.28,,0.09,0.74,
18609,0.22,0.38,,0.14,0.73,
18610,0.14,0.09,0.46,0.05,0.73,
18611,0.67,,,0.06,0.73,
18612,0.61,0.07,,0.05,0.73,
18613,0.59,,,0.14,0.73,
18614,0.68,,,0.05,0.73,
18615,0.67,,,0.06,0.73,
18616,0.36,0.28,,0.09,0.73,
18617,0.59,0.02,0.01,0.1,0.72,
18618,0.66,,,0.06,0.72,
18619,0.6,0.02,,0.1,0.72,
18620,0.67,,,0.06,0.72,
18621,0.62,0.04,,0.06,0.72,
18622,0.51,0.14,0.0,0.07,0.72,
18623,0.67,0.02,,0.03,0.71,
18624,0.62,0.03,0.0,0.06,0.71,
18625,0.6,0.04,,0.07,0.71,
18626,0.65,0.0,,0.06,0.71,
18627,0.38,0.26,0.0,0.06,0.71,
18628,0.65,,,0.05,0.71,
18629,0.54,0.14,,0.02,0.7,
18630,0.13,0.49,,0.08,0.7,
18631,0.65,,,0.05,0.7,
18632,0.54,0.14,,0.02,0.7,
18633,0.39,0.27,,0.05,0.7,
18634,0.1,0.29,0.28,0.03,0.7,
18635,0.55,0.1,,0.05,0.7,
18636,0.39,0.26,,0.05,0.7,
18637,0.64,,,0.05,0.7,
18638,0.38,0.25,,0.07,0.69,
18639,0.18,0.46,,0.06,0.69,
18640,,,0.69,0.0,0.69,
18641,0.38,0.26,,0.05,0.69,
18642,0.17,0.4,,0.12,0.69,
18643,0.21,0.11,0.28,0.08,0.68,
18644,0.62,0.04,,0.02,0.68,
18645,0.63,0.02,,0.03,0.68,
18646,0.29,0.38,,0.01,0.68,
18647,0.51,0.11,,0.06,0.68,
18648,0.37,0.25,,0.04,0.67,
18649,,0.66,,0.01,0.67,
18650,0.5,0.08,,0.09,0.67,
18651,0.49,0.15,,0.02,0.66,
18652,0.33,0.23,,0.1,0.66,
18653,0.55,0.02,,0.09,0.66,
18654,0.32,0.25,,0.08,0.66,
18655,0.15,0.4,0.01,0.1,0.66,
18656,0.35,0.25,,0.06,0.66,
18657,0.06,0.49,,0.12,0.66,
18658,0.09,0.38,0.06,0.13,0.66,
18659,0.37,0.25,,0.04,0.66,
18660,0.32,0.25,,0.08,0.66,
18661,,,0.66,,0.66,
18662,0.51,0.1,,0.06,0.66,
18663,0.38,0.16,,0.12,0.66,
18664,0.36,0.25,,0.04,0.66,
18665,0.31,0.24,0.01,0.1,0.66,
18666,0.48,0.12,,0.05,0.65,
18667,0.34,0.22,,0.1,0.65,
18668,0.35,0.23,,0.07,0.65,
18669,0.39,0.2,,0.06,0.65,
18670,0.38,0.21,,0.06,0.64,
18671,0.57,0.04,,0.03,0.64,
18672,0.6,0.03,,0.01,0.64,
18673,0.56,0.02,0.01,0.05,0.63,
18674,0.34,0.24,,0.06,0.63,
18675,0.41,0.19,,0.03,0.63,
18676,0.2,0.4,,0.04,0.63,
18677,,,,,,0.63
18678,0.36,0.22,,0.06,0.63,
18679,0.31,0.24,,0.08,0.63,
18680,0.35,0.24,,0.04,0.63,
18681,0.3,0.23,0.01,0.1,0.63,
18682,0.58,0.0,,0.05,0.63,
18683,0.3,0.25,0.02,0.05,0.62,
18684,0.4,0.2,,0.03,0.62,
18685,0.35,0.24,,0.04,0.62,
18686,0.48,0.13,,0.02,0.62,
18687,0.47,0.13,,0.02,0.62,
18688,0.3,0.24,,0.08,0.62,
18689,0.21,0.14,0.23,0.04,0.62,
18690,0.32,0.19,,0.11,0.62,
18691,0.59,0.02,,0.0,0.62,
18692,0.4,0.16,,0.05,0.62,
18693,0.56,0.0,0.0,0.05,0.62,
18694,0.46,0.13,,0.02,0.61,
18695,0.32,0.23,,0.05,0.61,
18696,0.46,0.1,,0.05,0.61,
18697,0.57,,,0.04,0.61,
18698,0.56,,,0.05,0.61,
18699,0.09,0.44,,0.07,0.61,
18700,0.56,,,0.05,0.61,
18701,0.44,0.16,,0.01,0.61,
18702,0.36,0.19,,0.06,0.61,
18703,0.47,0.12,,0.02,0.61,
18704,0.38,0.15,,0.08,0.61,
18705,0.58,0.02,,0.0,0.61,
18706,0.43,0.16,,0.01,0.6,
18707,0.5,0.02,,0.08,0.6,
18708,0.55,0.0,,0.05,0.6,
18709,,,,,,0.6
18710,0.09,0.26,0.23,0.02,0.6,
18711,0.52,0.01,,0.06,0.6,
18712,0.29,0.23,,0.08,0.6,
18713,0.4,0.13,,0.07,0.59,
18714,,,0.56,0.04,0.59,
18715,0.33,0.22,,0.04,0.59,
18716,0.55,,,0.05,0.59,
18717,0.33,0.22,,0.04,0.59,
18718,,,0.55,0.04,0.59,
18719,0.48,0.11,,,0.59,
18720,0.21,0.17,0.16,0.06,0.59,
18721,0.44,0.13,,0.02,0.59,
18722,0.15,0.38,,0.06,0.59,
18723,0.47,0.11,,0.01,0.59,
18724,0.36,0.08,0.14,0.02,0.59,
18725,0.54,0.0,0.01,0.03,0.59,
18726,0.15,0.12,0.26,0.06,0.59,
18727,0.1,0.2,0.23,0.06,0.59,
18728,0.29,0.22,,0.07,0.59,
18729,,,0.59,0.0,0.59,
18730,0.15,0.37,,0.07,0.58,
18731,0.54,,,0.05,0.58,
18732,0.36,0.16,,0.07,0.58,
18733,0.53,0.02,,0.04,0.58,
18734,0.32,0.22,,0.04,0.58,
18735,0.11,0.12,0.29,0.07,0.58,
18736,0.14,0.37,,0.07,0.58,
18737,0.15,0.39,,0.03,0.58,
18738,0.06,0.3,0.19,0.03,0.58,
18739,0.14,0.4,,0.04,0.58,
18740,0.5,0.03,,0.04,0.58,
18741,0.45,0.12,,0.02,0.58,
18742,0.48,0.02,,0.08,0.58,
18743,0.55,0.02,,0.0,0.58,
18744,0.53,0.02,,0.03,0.58,
18745,0.28,0.22,,0.07,0.58,
18746,0.52,0.02,,0.04,0.57,
18747,0.41,0.15,,0.01,0.57,
18748,0.44,0.11,,0.02,0.57,
18749,0.07,0.44,,0.06,0.57,
18750,0.38,0.12,,0.07,0.57,
18751,0.28,0.21,,0.07,0.57,
18752,,,,,,0.57
18753,0.48,0.08,,0.0,0.57,
18754,0.26,0.26,,0.05,0.57,
18755,0.47,0.02,,0.08,0.57,
18756,0.08,0.37,0.0,0.12,0.57,
18757,0.41,0.11,,0.04,0.57,
18758,0.15,0.37,,0.04,0.57,
18759,0.28,0.19,,0.1,0.57,
18760,0.31,0.16,,0.1,0.57,
18761,0.12,0.22,0.17,0.06,0.56,
18762,0.51,0.01,,0.04,0.56,
18763,0.28,0.22,,0.07,0.56,
18764,0.28,0.22,,0.07,0.56,
18765,0.28,0.22,,0.07,0.56,
18766,0.41,0.08,,0.07,0.56,
18767,0.28,0.21,,0.07,0.56,
18768,0.09,0.4,,0.07,0.56,
18769,0.27,0.21,,0.07,0.56,
18770,0.24,0.23,,0.09,0.56,
18771,0.4,0.15,,0.01,0.56,
18772,0.49,0.02,,0.04,0.56,
18773,0.27,0.21,,0.07,0.56,
18774,0.52,0.02,,0.02,0.56,
18775,0.42,0.12,,0.01,0.56,
18776,0.31,0.21,,0.04,0.55,
18777,0.52,0.03,,0.01,0.55,
18778,0.51,0.0,,0.04,0.55,
18779,,,0.55,,0.55,
18780,0.5,0.01,,0.05,0.55,
18781,0.34,0.18,,0.02,0.55,
18782,0.24,0.22,,0.08,0.55,
18783,,,0.55,,0.55,
18784,0.19,0.27,,0.09,0.55,
18785,0.5,0.0,,0.04,0.55,
18786,0.4,0.09,,0.05,0.54,
18787,0.16,0.35,,0.04,0.54,
18788,,,0.54,,0.54,
18789,0.49,0.02,,0.04,0.54,
18790,0.23,0.26,,0.05,0.54,
18791,0.46,0.03,0.01,0.05,0.54,
18792,0.06,0.4,0.01,0.08,0.54,
18793,0.11,0.39,,0.03,0.54,
18794,0.16,0.2,0.15,0.03,0.54,
18795,,,,,,0.54
18796,,,,,,0.54
18797,0.42,0.11,,0.01,0.54,
18798,0.48,0.02,,0.04,0.54,
18799,,,0.54,,0.54,
18800,0.26,0.21,,0.07,0.54,
18801,0.3,0.2,,0.04,0.54,
18802,0.41,0.11,,0.01,0.54,
18803,0.45,0.02,,0.07,0.53,
18804,0.44,0.02,,0.07,0.53,
18805,0.26,0.2,,0.07,0.53,
18806,0.4,0.11,,0.02,0.53,
18807,,,0.53,0.0,0.53,
18808,,,0.53,,0.53,
18809,0.26,0.2,,0.07,0.53,
18810,0.12,0.26,0.02,0.13,0.53,
18811,0.48,,0.01,0.04,0.53,
18812,,,0.53,,0.53,
18813,0.49,0.03,,0.0,0.53,
18814,0.24,0.09,0.19,0.01,0.52,
18815,0.28,0.19,,0.05,0.52,
18816,0.32,0.11,,0.09,0.52,
18817,0.47,0.0,0.0,0.04,0.52,
18818,0.09,0.39,,0.03,0.52,
18819,0.39,0.11,,0.02,0.52,
18820,0.46,0.0,0.02,0.04,0.52,
18821,0.47,,,0.05,0.52,
18822,0.17,0.13,0.18,0.04,0.52,
18823,,,0.52,,0.52,
18824,0.25,0.2,,0.07,0.52,
18825,0.37,0.14,,0.01,0.52,
18826,0.38,0.11,,0.02,0.52,
18827,0.29,0.19,,0.03,0.52,
18828,0.48,0.03,,0.01,0.51,
18829,0.08,0.05,0.35,0.03,0.51,
18830,0.4,0.1,,0.01,0.51,
18831,,,0.51,,0.51,
18832,0.28,0.19,,0.03,0.51,
18833,0.47,0.0,,0.04,0.51,
18834,0.47,,,0.04,0.51,
18835,0.12,0.27,0.06,0.05,0.51,
18836,0.01,0.26,0.22,0.02,0.51,
18837,0.44,0.04,,0.02,0.51,
18838,0.29,0.18,,0.05,0.51,
18839,0.42,0.02,,0.07,0.51,
18840,0.25,0.19,,0.06,0.51,
18841,0.41,0.05,,0.05,0.51,
18842,0.37,0.11,,0.02,0.51,
18843,0.47,0.01,,0.03,0.51,
18844,0.28,0.19,,0.03,0.51,
18845,0.08,0.3,0.01,0.11,0.5,
18846,0.45,0.01,,0.04,0.5,
18847,0.47,,,0.03,0.5,
18848,0.31,0.12,,0.07,0.5,
18849,0.45,,,0.05,0.5,
18850,0.45,0.01,0.0,0.04,0.5,
18851,0.1,0.34,,0.06,0.5,
18852,0.28,0.19,,0.03,0.5,
18853,0.45,0.01,0.0,0.04,0.5,
18854,0.41,0.02,,0.07,0.5,
18855,0.38,0.1,,0.01,0.5,
18856,,,0.5,0.0,0.5,
18857,0.06,0.23,0.15,0.05,0.5,
18858,0.46,0.03,,0.01,0.5,
18859,0.46,0.0,,0.04,0.5,
18860,0.35,0.13,,0.01,0.49,
18861,0.44,0.02,0.0,0.04,0.49,
18862,0.46,0.03,,0.01,0.49,
18863,0.18,0.28,,0.04,0.49,
18864,0.14,0.15,0.18,0.03,0.49,
18865,0.16,0.3,,0.03,0.49,
18866,,,0.49,,0.49,
18867,0.24,0.19,,0.06,0.49,
18868,0.24,0.19,,0.06,0.49,
18869,0.04,0.34,0.01,0.09,0.49,
18870,0.1,0.23,0.13,0.03,0.49,
18871,0.12,0.31,,0.06,0.49,
18872,,0.47,,0.02,0.48,
18873,0.36,0.11,,0.02,0.48,
18874,0.44,,,0.04,0.48,
18875,0.44,0.0,,0.04,0.48,
18876,0.44,0.04,,0.0,0.48,
18877,0.4,0.02,,0.07,0.48,
18878,0.24,0.2,,0.04,0.48,
18879,0.27,0.18,,0.03,0.48,
18880,0.35,0.11,,0.02,0.48,
18881,0.19,0.27,0.01,,0.48,
18882,0.45,0.02,,0.0,0.47,
18883,0.43,0.0,,0.04,0.47,
18884,0.09,0.23,0.03,0.12,0.47,
18885,,,0.47,,0.47,
18886,0.23,0.18,,0.06,0.47,
18887,,,0.47,,0.47,
18888,0.37,0.05,,0.05,0.47,
18889,0.26,0.18,,0.03,0.47,
18890,0.43,0.0,,0.04,0.47,
18891,,0.32,0.05,0.1,0.46,
18892,0.23,0.18,,0.06,0.46,
18893,0.04,0.33,,0.09,0.46,
18894,0.46,0.01,,,0.46,
18895,0.29,0.13,,0.04,0.46,
18896,0.26,0.17,,0.03,0.46,
18897,,,0.46,,0.46,
18898,0.18,0.12,0.13,0.03,0.46,
18899,0.26,0.17,,0.03,0.46,
18900,0.36,0.08,,0.02,0.46,
18901,,,0.45,,0.45,
18902,,,0.45,,0.45,
18903,,,0.45,,0.45,
18904,,,0.45,,0.45,
18905,0.38,0.01,,0.06,0.45,
18906,0.35,0.05,,0.05,0.45,
18907,0.25,0.17,,0.03,0.45,
18908,,,0.42,0.03,0.45,
18909,0.22,0.17,,0.06,0.45,
18910,0.4,0.03,,0.03,0.45,
18911,,,0.45,,0.45,
18912,0.09,0.26,0.05,0.05,0.45,
18913,0.38,0.04,,0.03,0.45,
18914,0.25,0.17,,0.03,0.45,
18915,0.35,0.09,,0.01,0.45,
18916,0.4,0.02,,0.03,0.45,
18917,0.09,0.24,0.03,0.08,0.45,
18918,0.18,0.22,,0.05,0.45,
18919,0.32,0.12,,0.01,0.45,
18920,0.37,0.01,,0.06,0.44,
18921,0.06,0.33,0.02,0.03,0.44,
18922,0.42,0.02,,0.0,0.44,
18923,,,0.41,0.03,0.44,
18924,0.35,0.08,,0.01,0.44,
18925,0.36,0.05,,0.04,0.44,
18926,0.3,0.1,,0.04,0.44,
18927,0.11,0.12,0.16,0.05,0.44,
18928,0.41,,,0.03,0.44,
18929,,,0.44,,0.44,
18930,0.24,0.17,,0.03,0.44,
18931,0.15,0.25,0.0,0.03,0.44,
18932,0.35,0.06,,0.03,0.44,
18933,0.21,0.17,,0.06,0.44,
18934,0.41,,,0.03,0.44,
18935,0.41,0.02,,0.0,0.43,
18936,0.32,0.09,,0.02,0.43,
18937,0.4,0.02,,0.02,0.43,
18938,0.24,0.16,,0.03,0.43,
18939,0.35,,,0.08,0.43,
18940,0.36,0.03,,0.04,0.43,
18941,0.4,,,0.03,0.43,
18942,0.36,0.01,,0.06,0.43,
18943,0.3,0.06,0.03,0.04,0.43,
18944,0.1,0.07,0.24,0.03,0.43,
18945,0.26,0.09,,0.08,0.43,
18946,0.33,0.09,,0.01,0.43,
18947,0.31,0.11,,0.01,0.43,
18948,0.24,0.16,,0.03,0.43,
18949,0.33,0.09,,0.01,0.42,
18950,0.21,0.16,,0.05,0.42,
18951,0.23,0.15,0.01,0.04,0.42,
18952,0.33,0.08,,0.01,0.42,
18953,0.21,0.16,,0.05,0.42,
18954,0.23,0.16,,0.03,0.42,
18955,0.39,,,0.03,0.42,
18956,0.32,0.09,,0.02,0.42,
18957,0.32,0.06,,0.04,0.42,
18958,,,0.42,,0.42,
18959,,,0.39,0.03,0.42,
18960,,0.4,,0.02,0.42,
18961,0.39,0.0,,0.03,0.42,
18962,0.35,0.01,,0.06,0.42,
18963,,,0.42,0.0,0.42,
18964,0.21,0.16,,0.05,0.42,
18965,0.39,,,0.03,0.42,
18966,0.02,0.02,0.35,0.03,0.42,
18967,0.2,0.16,,0.05,0.41,
18968,0.2,0.16,,0.05,0.41,
18969,0.04,0.21,0.05,0.11,0.41,
18970,,0.28,,0.14,0.41,
18971,0.2,0.16,,0.05,0.41,
18972,0.23,0.16,,0.03,0.41,
18973,,,0.39,0.03,0.41,
18974,0.15,0.22,,0.04,0.41,
18975,0.37,0.01,,0.03,0.41,
18976,0.08,0.27,,0.06,0.41,
18977,0.34,0.01,,0.06,0.41,
18978,0.15,0.1,0.12,0.03,0.41,
18979,0.34,0.01,,0.06,0.41,
18980,,,0.41,,0.41,
18981,0.36,0.02,,0.02,0.41,
18982,0.23,0.15,,0.03,0.4,
18983,0.37,,,0.03,0.4,
18984,0.22,0.12,,0.06,0.4,
18985,0.33,0.01,,0.05,0.4,
18986,0.2,0.15,,0.05,0.4,
18987,0.32,0.05,,0.03,0.4,
18988,0.31,0.08,,0.01,0.4,
18989,0.22,0.15,,0.03,0.4,
18990,0.32,0.01,,0.08,0.4,
18991,0.22,0.15,,0.03,0.4,
18992,,,,,,0.4
18993,0.37,0.03,,0.0,0.4,
18994,0.33,0.01,,0.05,0.4,
18995,0.2,0.15,,0.05,0.4,
18996,0.13,0.2,,0.07,0.4,
18997,0.17,0.19,,0.04,0.4,
18998,0.21,0.16,,0.03,0.4,
18999,0.35,0.03,,0.02,0.4,
19000,,,,,,0.4
19001,0.14,,0.25,0.01,0.39,
19002,0.38,0.01,,0.0,0.39,
19003,0.27,0.09,,0.03,0.39,
19004,0.08,0.27,,0.04,0.39,
19005,0.32,0.01,0.01,0.05,0.39,
19006,0.36,,,0.03,0.39,
19007,0.23,0.07,0.03,0.06,0.39,
19008,0.22,0.15,,0.03,0.39,
19009,0.32,0.03,,0.04,0.39,
19010,0.29,0.08,,0.01,0.39,
19011,0.28,0.1,,0.01,0.39,
19012,0.36,0.03,,0.0,0.39,
19013,0.36,,,0.03,0.39,
19014,,,0.39,,0.39,
19015,0.19,0.15,,0.05,0.39,
19016,0.36,0.0,,0.03,0.39,
19017,0.16,0.16,,0.06,0.39,
19018,0.15,0.16,,0.07,0.39,
19019,0.18,0.16,,0.04,0.39,
19020,0.28,0.1,,0.01,0.39,
19021,0.21,0.15,,0.03,0.38,
19022,,,0.38,,0.38,
19023,0.17,0.14,0.04,0.03,0.38,
19024,0.35,,,0.03,0.38,
19025,0.29,0.08,,0.01,0.38,
19026,0.19,0.15,,0.05,0.38,
19027,0.1,0.0,,0.28,0.38,
19028,0.35,0.01,,0.03,0.38,
19029,0.11,0.08,0.17,0.03,0.38,
19030,0.29,0.08,,0.01,0.38,
19031,0.19,0.15,,0.05,0.38,
19032,0.06,0.22,0.02,0.08,0.38,
19033,0.09,0.22,,0.06,0.38,
19034,0.01,0.35,,0.02,0.38,
19035,0.35,,,0.03,0.38,
19036,0.11,0.13,0.11,0.02,0.38,
19037,0.3,0.04,,0.03,0.38,
19038,0.14,0.15,,0.09,0.38,
19039,0.21,0.14,,0.02,0.38,
19040,0.02,0.32,,0.04,0.38,
19041,0.3,,,0.07,0.38,
19042,0.22,0.09,,0.07,0.37,
19043,0.34,0.0,,0.03,0.37,
19044,0.16,0.0,,0.21,0.37,
19045,0.34,,,0.03,0.37,
19046,0.28,0.08,,0.01,0.37,
19047,0.33,0.02,,0.02,0.37,
19048,0.18,0.14,,0.05,0.37,
19049,0.18,0.14,,0.05,0.37,
19050,0.29,0.04,0.0,0.03,0.37,
19051,0.18,0.14,,0.05,0.37,
19052,,,0.37,,0.37,
19053,0.35,,,0.03,0.37,
19054,0.12,0.21,,0.04,0.37,
19055,0.11,0.19,,0.06,0.37,
19056,0.34,0.0,,0.03,0.37,
19057,0.26,0.1,,0.01,0.37,
19058,0.34,,,0.03,0.37,
19059,0.17,0.13,0.02,0.04,0.37,
19060,0.37,,,0.0,0.37,
19061,0.34,,,0.03,0.37,
19062,0.31,0.04,,0.01,0.36,
19063,0.2,0.13,,0.03,0.36,
19064,,,0.36,,0.36,
19065,0.18,0.14,,0.05,0.36,
19066,0.18,0.14,,0.05,0.36,
19067,0.33,0.0,,0.03,0.36,
19068,0.2,0.14,,0.02,0.36,
19069,0.18,0.14,,0.05,0.36,
19070,0.33,0.0,,0.03,0.36,
19071,0.26,0.1,,0.01,0.36,
19072,0.07,0.19,,0.1,0.36,
19073,0.27,0.08,,0.01,0.36,
19074,0.18,0.14,,0.05,0.36,
19075,0.21,0.12,,0.03,0.36,
19076,,,0.36,,0.36,
19077,0.17,0.14,,0.05,0.36,
19078,,,0.36,0.0,0.36,
19079,,0.27,,0.09,0.35,
19080,0.26,0.06,,0.04,0.35,
19081,0.25,0.09,,0.01,0.35,
19082,0.17,0.14,,0.05,0.35,
19083,0.17,0.14,,0.05,0.35,
19084,0.26,0.08,,0.01,0.35,
19085,0.33,,,0.03,0.35,
19086,,,0.35,,0.35,
19087,0.32,0.01,,0.03,0.35,
19088,,,0.29,0.06,0.35,
19089,0.17,0.13,,0.04,0.35,
19090,0.17,0.13,,0.04,0.35,
19091,0.27,0.07,,0.01,0.35,
19092,,,0.35,,0.35,
19093,0.2,0.12,,0.03,0.35,
19094,0.32,,,0.03,0.35,
19095,0.28,,,0.07,0.35,
19096,0.08,0.23,,0.03,0.34,
19097,0.11,0.17,,0.06,0.34,
19098,0.17,0.14,,0.04,0.34,
19099,0.29,0.03,,0.02,0.34,
19100,0.09,0.19,,0.07,0.34,
19101,0.25,0.07,,0.01,0.34,
19102,0.16,0.11,0.02,0.05,0.34,
19103,,0.33,,0.0,0.34,
19104,0.29,0.02,,0.03,0.34,
19105,0.26,0.04,,0.03,0.34,
19106,0.31,,,0.03,0.33,
19107,0.26,0.04,,0.03,0.33,
19108,0.12,0.18,,0.03,0.33,
19109,0.3,0.0,0.0,0.03,0.33,
19110,0.16,0.13,,0.04,0.33,
19111,,,0.31,0.02,0.33,
19112,,,0.33,,0.33,
19113,,,0.33,0.0,0.33,
19114,0.16,0.13,,0.04,0.33,
19115,0.16,0.13,,0.04,0.33,
19116,,,0.33,,0.33,
19117,0.3,,,0.02,0.33,
19118,0.29,0.01,,0.02,0.33,
19119,0.18,0.12,,0.02,0.33,
19120,0.25,0.07,,0.01,0.33,
19121,0.16,0.11,0.04,0.02,0.33,
19122,0.27,0.04,,0.02,0.33,
19123,0.25,0.07,,0.01,0.33,
19124,0.24,0.07,,0.01,0.33,
19125,0.29,0.01,,0.03,0.33,
19126,0.3,,,0.03,0.32,
19127,0.18,0.12,,0.02,0.32,
19128,0.3,0.02,,0.0,0.32,
19129,0.28,0.03,,0.01,0.32,
19130,0.18,0.12,,0.02,0.32,
19131,0.08,0.18,0.0,0.06,0.32,
19132,0.3,0.0,,0.02,0.32,
19133,0.29,,,0.03,0.32,
19134,0.28,0.01,,0.03,0.32,
19135,0.15,0.04,0.13,0.0,0.32,
19136,0.18,0.12,,0.02,0.32,
19137,,,0.3,0.02,0.32,
19138,0.16,0.12,,0.04,0.32,
19139,,,0.32,,0.32,
19140,0.28,0.01,,0.02,0.32,
19141,0.18,0.11,,0.03,0.32,
19142,0.24,0.07,,0.01,0.32,
19143,0.16,0.12,,0.04,0.32,
19144,0.24,0.07,,0.01,0.32,
19145,0.23,0.08,,0.01,0.32,
19146,0.03,0.0,,0.28,0.32,
19147,,0.25,,0.07,0.32,
19148,,,0.32,,0.32,
